_id,ltable.id,rtable.id,publisher_publisher_jac_qgm_3_qgm_3,publisher_publisher_cos_dlm_dc0_dlm_dc0,publisher_publisher_jac_dlm_dc0_dlm_dc0,publisher_publisher_mel,publisher_publisher_lev,publisher_publisher_nmw,publisher_publisher_sw,publisher_publisher_swg,title_title_jac_qgm_3_qgm_3,title_title_cos_dlm_dc0_dlm_dc0,title_title_mel,title_title_lev,author_author_jac_qgm_3_qgm_3,author_author_cos_dlm_dc0_dlm_dc0,author_author_jac_dlm_dc0_dlm_dc0,author_author_mel,author_author_lev,author_author_nmw,author_author_sw,author_author_swg,year_year_exm,year_year_anm,year_year_lev,ENTRYTYPE_ENTRYTYPE_lev,ENTRYTYPE_ENTRYTYPE_jar,ENTRYTYPE_ENTRYTYPE_jwn,ENTRYTYPE_ENTRYTYPE_sdx,ENTRYTYPE_ENTRYTYPE_exm,ENTRYTYPE_ENTRYTYPE_jac_qgm_3_qgm_3,label
0,2147,2233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.495238095238,0.0800640806556,0.0416666666667,0.222471910112,0.347826086957,0.614130437374,0.280898869038,0.406741559505,1.0,1.0,0.666666666667,1.0,1.0,1.0,1.0,1,1.0,1
1,2150,1907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101265822785,0.169030845165,0.271428571429,0.272727272727,0.0,0.0,0.0,0.2,0.0756302521008,0.50420165062,0.117647059262,0.235294118524,1.0,1.0,0.666666666667,1.0,1.0,1.0,1.0,1,1.0,0
2,2151,2114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.608695652174,0.40000000596,1.0,0.923076923077,0.529411764706,0.117851138115,0.0625,0.340350877193,0.327586206897,0.594827592373,0.342105269432,0.445614039898,1.0,1.0,0.666666666667,1.0,1.0,1.0,1.0,1,1.0,1
3,2153,2232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133333333333,0.285714285714,0.166666666667,0.0,0.0,0.221052631579,0.259259259259,0.527777791023,0.184210523963,0.236842110753,0.0,0.994513715711,0.0,0.1,0.573809564114,0.573809564114,0.555555582047,0,0.0,0
4,2153,2298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.785714285714,0.75,1.0,0.962962962963,0.489361702128,0.166666671634,0.0909090909091,0.455555555556,0.368421052632,0.578947365284,0.388888895512,0.477777779102,1.0,1.0,0.666666666667,1.0,1.0,1.0,1.0,1,1.0,1
5,2154,2153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.558823529412,0.285714298487,1.0,0.909090909091,0.5,0.111111111939,0.0588235294118,0.203448275862,0.183333333333,0.550000011921,0.181034475565,0.265517234802,1.0,1.0,0.666666666667,1.0,1.0,1.0,1.0,1,1.0,1
6,2160,2116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.612903225806,0.5,1.0,0.925925925926,0.467741935484,0.0666666701436,0.0344827586207,0.194690265487,0.40350877193,0.635964870453,0.314159303904,0.412389367819,1.0,1.0,0.666666666667,1.0,1.0,1.0,1.0,1,1.0,1
7,2161,2358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.590909090909,0.25,1.0,0.918918918919,0.478260869565,0.111111111939,0.0588235294118,0.287272727273,0.315789473684,0.596491217613,0.254545450211,0.378181815147,0.0,0.998013902681,0.5,0.307692307692,0.659645974636,0.727716803551,0.844444513321,0,0.0,0
8,2173,2265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571428571429,0.296499729156,0.987969924812,0.917293233083,0.402843601896,0.0435194149613,0.0222222222222,0.145355191257,0.385,0.642500042915,0.232240438461,0.357377052307,1.0,1.0,0.666666666667,1.0,1.0,1.0,1.0,1,1.0,1
9,2179,1067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182857142857,0.227272727273,0.0215053763441,0.0,0.0,0.0943396226415,0.181818181818,0.554545462132,0.0754716992378,0.0943396240473,1.0,1.0,0.666666666667,1.0,1.0,1.0,1.0,1,1.0,0
10,2181,2340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0692307692308,0.109108939767,0.217777777778,0.207920792079,0.0970149253731,0.0,0.0,0.291428571429,0.149659863946,0.513605475426,0.271428585052,0.291428565979,0.0,0.999503722084,0.5,0.153846153846,0.543040335178,0.543040335178,0.666666686535,0,0.0,0
11,2183,2262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.647058823529,0.5,1.0,0.933333333333,0.489361702128,0.154303357005,0.0833333333333,0.405405405405,0.351351351351,0.581081092358,0.432432442904,0.459459453821,1.0,1.0,0.666666666667,1.0,1.0,1.0,1.0,1,1.0,1
12,2186,2206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.478260869565,0.333333343267,1.0,0.894736842105,0.489361702128,0.154303357005,0.0833333333333,0.405405405405,0.351351351351,0.581081092358,0.432432442904,0.459459453821,1.0,1.0,0.666666666667,1.0,1.0,1.0,1.0,1,1.0,1
13,161,1820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0782608695652,0.0,0.237209302326,0.270833333333,0.07,0.210818514228,0.117647058824,0.151612903226,0.276923076923,0.600000023842,0.137096777558,0.190322577953,0.0,0.987586891758,0.166666666667,0.153846153846,0.543040335178,0.543040335178,0.666666686535,0,0.0,0
14,2188,2335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.456140350877,0.133630618453,0.0714285714286,0.234782608696,0.291666666667,0.61458337307,0.336956530809,0.426086962223,1.0,1.0,0.666666666667,1.0,1.0,1.0,1.0,1,1.0,1
15,2191,2085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.628205128205,0.444444447756,1.0,0.925373134328,0.182795698925,0.0,0.0,0.416216216216,0.204819277108,0.506024122238,0.270270258188,0.421621620655,0.0,0.999500998004,0.5,0.153846153846,0.543040335178,0.543040335178,0.666666686535,0,0.0,0
16,2194,2173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.447916666667,0.0800640806556,0.0416666666667,0.2,0.360465116279,0.616279065609,0.27380952239,0.369047611952,1.0,1.0,0.666666666667,1.0,1.0,1.0,1.0,1,1.0,1
17,2201,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0190476190476,0.0,0.130434782609,0.197368421053,0.0810810810811,0.0,0.0,0.161290322581,0.2875,0.5625,0.129032254219,0.148387089372,0.0,0.998011928429,0.333333333333,0.153846153846,0.543040335178,0.543040335178,0.666666686535,0,0.0,0
18,2206,2246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.818181818182,0.714285731316,1.0,0.967741935484,0.5,0.182574182749,0.1,0.333333333333,0.264705882353,0.617647051811,0.303030312061,0.39393940568,1.0,1.0,0.666666666667,1.0,1.0,1.0,1.0,1,1.0,1
19,162,1885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.569620253165,0.142857149243,1.0,0.911764705882,0.652631578947,0.5,0.333333333333,0.292,0.481132075472,0.674528300762,0.439999997616,0.527999997139,1.0,1.0,0.666666666667,1.0,1.0,1.0,1.0,1,1.0,1
20,2210,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063829787234,0.142857149243,0.144680851064,0.258620689655,0.0331125827815,0.0,0.0,0.174285714286,0.299065420561,0.542056083679,0.0714285746217,0.197142854333,1.0,1.0,0.666666666667,1.0,1.0,1.0,1.0,1,1.0,0
21,2217,2313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0296296296296,0.0,0.131428571429,0.22619047619,0.111111111111,0.0,0.0,0.11320754717,0.259259259259,0.58333337307,0.0943396240473,0.158490568399,0.0,0.995034756703,0.5,0.153846153846,0.543040335178,0.543040335178,0.666666686535,0,0.0,0
22,2219,2317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.617021276596,0.5,1.0,0.925,0.463768115942,0.105409257114,0.0555555555556,0.264285714286,0.303571428571,0.598214268684,0.276785701513,0.364285707474,1.0,1.0,0.666666666667,1.0,1.0,1.0,1.0,1,1.0,1
23,2234,2221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.560975609756,0.25,1.0,0.910447761194,0.418604651163,0.100503787398,0.0526315789474,0.244776119403,0.346666666667,0.566666662693,0.276119410992,0.394029855728,1.0,1.0,0.666666666667,1.0,1.0,1.0,1.0,1,1.0,1
24,2235,2262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121052631579,0.155555555556,0.135135135135,0.0,0.0,0.308108108108,0.194690265487,0.517699122429,0.243243247271,0.318918913603,0.0,0.998005982054,0.5,1.0,1.0,1.0,1.0,1,1.0,0
25,2240,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.153846153846,0.185185185185,0.0970873786408,0.0,0.0,0.210810810811,0.186813186813,0.532967031002,0.189189195633,0.270270258188,0.0,0.997014925373,0.5,0.153846153846,0.543040335178,0.543040335178,0.666666686535,0,0.0,0
26,2241,527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036036036036,0.0,0.127272727273,0.19696969697,0.05,0.0,0.0,0.190476190476,0.256097560976,0.530487775803,0.119047619402,0.233333334327,1.0,1.0,0.666666666667,1.0,1.0,1.0,1.0,1,1.0,0
27,2241,1611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0754716981132,0.0,0.214814814815,0.257575757576,0.0650406504065,0.0833333358169,0.0434782608696,0.107894736842,0.19512195122,0.542682886124,0.0921052619815,0.128947362304,0.0,0.998008959681,0.5,1.0,1.0,1.0,1.0,1,1.0,0
28,164,2387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.0,0.266666666667,0.242857142857,0.0519480519481,0.141421362758,0.0714285714286,0.157575757576,0.213114754098,0.549180328846,0.136363640428,0.157575756311,0.0,0.996510468594,0.0,0.307692307692,0.659645974636,0.727716803551,0.844444513321,0,0.0,0
